路径ID,路径描述,间接效应均值,间接效应HDI下限,间接效应HDI上限,间接效应标准差,直接效应均值,直接效应HDI下限,直接效应HDI上限,直接效应标准差,总效应均值,总效应HDI下限,总效应HDI上限,总效应标准差,中介比例,中介比例百分比,主要影响类型,影响强度,间接效应方向,直接效应方向,中介类型,显著性概率,是否显著,正向效应概率,负向效应概率,结论
569,药物_呋塞米片 → 药物_螺内酯片 → 药物_酒石酸美托洛尔片,0.2924,0.1658,0.4313,0.0709,0.0165,-0.1331,0.1824,0.0862,0.3089,0.2128,0.4101,0.0524,0.9754,97.5,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为97.5%。
570,药物_呋塞米片 → 药物_螺内酯片 → 药物_艾司唑仑片,0.0424,-0.1094,0.1691,0.0738,0.1521,-0.0194,0.3164,0.0914,0.1946,0.0914,0.301,0.0563,0.2405,24.0,直接影响,强,正向中介,正向直接效应,部分中介,0.7205,否,0.7205,0.2795,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为24.0%。
571,药物_单硝酸异山梨酯片 → 疾病_冠状动脉粥样硬化性心脏病 → 药物_盐酸曲美他嗪片,0.1443,0.0926,0.2017,0.0294,0.1175,0.0052,0.229,0.0602,0.2619,0.1506,0.3623,0.058,0.5782,57.8,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为57.8%。
572,药物_单硝酸异山梨酯片 → 疾病_冠状动脉粥样硬化性心脏病 → 疾病_不稳定性心绞痛,0.133,0.0815,0.1872,0.0285,0.193,0.0828,0.2935,0.0569,0.326,0.2276,0.4301,0.0552,0.4178,41.8,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为41.8%。
573,药物_单硝酸异山梨酯片 → 疾病_冠状动脉粥样硬化性心脏病 → 药物_阿托伐他汀钙片,0.0481,0.0029,0.0945,0.0245,0.2371,0.1189,0.349,0.0609,0.2852,0.1827,0.391,0.0559,0.1758,17.6,直接影响,强,正向中介,正向直接效应,弱中介,0.98,是,0.98,0.02,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为弱中介，中介比例为17.6%。
574,药物_单硝酸异山梨酯片 → 疾病_冠状动脉粥样硬化性心脏病 → 疾病_尿毒症,-0.041,-0.0895,0.0044,0.0248,-0.0024,-0.1178,0.1226,0.0632,-0.0435,-0.1565,0.0677,0.0587,0.5724,57.2,间接影响（中介效应）,强,负向中介,负向直接效应,部分中介,0.956,是,0.044,0.956,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为57.2%。
575,检验_肌酐 → 疾病_腔隙性脑梗死 → 药物_劳拉西泮片,-0.0355,-0.0666,-0.0083,0.0162,-0.0461,-0.1452,0.0716,0.0577,-0.0816,-0.1858,0.0337,0.059,0.5914,59.1,直接影响,强,负向中介,负向直接效应,部分中介,0.993,是,0.007,0.993,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为59.1%。
576,检验_肌酐 → 疾病_腔隙性脑梗死 → 疾病_高尿酸血症,0.0035,-0.0153,0.0213,0.0094,0.0047,-0.1097,0.1142,0.0601,0.0082,-0.1102,0.1151,0.06,-0.2293,-22.9,直接影响,强,正向中介,正向直接效应,部分中介,0.657,否,0.657,0.343,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为-22.9%。
577,疾病_贫血 → 药物_琥珀酸亚铁片 → 药物_叶酸片,0.1143,0.0646,0.168,0.0287,-0.04,-0.1407,0.0649,0.0558,0.0743,-0.0485,0.1723,0.0594,0.7517,75.2,间接影响（中介效应）,强,正向中介,负向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为75.2%。
578,疾病_贫血 → 药物_琥珀酸亚铁片 → 疾病_糖尿病性周围血管病,0.0655,0.0269,0.1021,0.0208,0.0403,-0.0635,0.1544,0.0594,0.1058,-0.0075,0.2083,0.0586,0.8306,83.1,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为83.1%。
579,药物_琥珀酸亚铁片 → 药物_叶酸片 → 药物_卡维地洛片,0.2103,0.1401,0.2724,0.0347,-0.0605,-0.1682,0.0437,0.056,0.1498,0.0393,0.2518,0.0549,1.7712,177.1,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为177.1%。
580,药物_琥珀酸亚铁片 → 药物_叶酸片 → 药物_甲钴胺分散片,0.1363,0.0819,0.1949,0.0306,0.0476,-0.0598,0.1607,0.0599,0.1839,0.0772,0.2805,0.0552,0.8498,85.0,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为85.0%。
581,药物_琥珀酸亚铁片 → 疾病_糖尿病性周围血管病 → 疾病_血糖控制不佳,0.1417,0.0818,0.1993,0.032,-0.0095,-0.1121,0.0868,0.052,0.1322,0.028,0.2411,0.0566,1.4106,141.1,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为141.1%。
582,检验_钙 → 检验_嗜碱性粒细胞比率 → 检验_嗜碱性粒细胞数量,-0.0325,-0.0784,0.0185,0.0262,-0.0284,-0.1323,0.069,0.0544,-0.0609,-0.17,0.0509,0.06,0.4982,49.8,间接影响（中介效应）,强,负向中介,负向直接效应,部分中介,0.895,否,0.105,0.895,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为49.8%。
583,疾病_肛乳头肥大 → 疾病_混合痔 → 药物_裸花紫珠分散片,0.3248,0.2536,0.4036,0.0406,0.1812,0.0831,0.2861,0.0536,0.506,0.4175,0.602,0.0506,0.6459,64.6,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为64.6%。
584,疾病_肛乳头肥大 → 疾病_混合痔 → 药物_头孢地尼分散片,0.2532,0.171,0.337,0.0446,-0.1047,-0.2251,0.0285,0.0685,0.1485,0.044,0.2526,0.0562,2.2585,225.8,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为225.8%。
585,检验_血小板 → 药物_维生素C注射液 → 药物_维生素B6注射液,0.1602,0.075,0.2452,0.0463,-0.0556,-0.1224,0.0081,0.0353,0.1047,-0.0048,0.208,0.057,1.8707,187.1,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为187.1%。
586,疾病_恶性肿瘤维持性化学治疗 → 检验_尿酸 → 疾病_高尿酸血症,0.0515,0.0188,0.0859,0.0186,-0.168,-0.2734,-0.0619,0.0564,-0.1166,-0.2208,-0.0111,0.057,-0.9351,-93.5,直接影响,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为-93.5%。
587,疾病_恶性肿瘤维持性化学治疗 → 检验_尿酸 → 疾病_重度骨质疏松,0.0059,-0.0171,0.0307,0.0125,-0.0416,-0.1539,0.0743,0.0618,-0.0357,-0.1477,0.0753,0.0602,0.0056,0.6,直接影响,强,正向中介,负向直接效应,弱中介,0.6925,否,0.6925,0.3075,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为0.6%。
588,疾病_恶性肿瘤维持性化学治疗 → 检验_尿酸 → 检验_钾,0.0281,0.0021,0.0548,0.0144,0.1232,0.005,0.2284,0.0588,0.1513,0.0375,0.256,0.0574,0.2363,23.6,直接影响,强,正向中介,正向直接效应,部分中介,0.989,是,0.989,0.011,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为23.6%。
589,疾病_恶性肿瘤维持性化学治疗 → 检验_尿酸 → 疾病_慢性胃炎,-0.0199,-0.0468,0.0003,0.0127,-0.0459,-0.1593,0.0647,0.0609,-0.0658,-0.1758,0.05,0.06,0.5133,51.3,直接影响,强,负向中介,负向直接效应,部分中介,0.968,是,0.032,0.968,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为51.3%。
590,疾病_恶性肿瘤维持性化学治疗 → 检验_尿酸 → 药物_劳拉西泮片,0.0081,-0.0115,0.0357,0.0122,0.0252,-0.0841,0.1402,0.0589,0.0333,-0.0799,0.1379,0.058,0.2828,28.3,直接影响,强,正向中介,正向直接效应,部分中介,0.754,否,0.754,0.246,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为28.3%。
591,药物_碳酸钙片 → 药物_骨化三醇胶丸 → 疾病_类风湿性关节炎,0.1754,0.118,0.2395,0.0329,-0.0773,-0.1785,0.0405,0.0592,0.0981,-0.0143,0.2028,0.0585,2.866,286.6,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为286.6%。
592,药物_碳酸钙片 → 药物_骨化三醇胶丸 → 药物_酒石酸美托洛尔片,0.1355,0.0803,0.1935,0.0309,-0.0917,-0.2087,0.0262,0.062,0.0438,-0.0709,0.1462,0.0589,-1.8684,-186.8,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为-186.8%。
593,药物_碳酸钙片 → 疾病_糖尿病性视网膜病变 → 疾病_白内障,0.0459,0.013,0.0796,0.0184,0.0241,-0.0937,0.1395,0.0608,0.07,-0.0424,0.1897,0.062,0.4716,47.2,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,0.999,是,0.999,0.001,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为47.2%。
594,药物_碳酸钙片 → 疾病_糖尿病性视网膜病变 → 药物_厄贝沙坦片,0.0406,0.012,0.0725,0.0171,-0.074,-0.1869,0.0409,0.0594,-0.0335,-0.1442,0.0855,0.0601,0.404,40.4,直接影响,强,正向中介,负向直接效应,部分中介,0.9985,是,0.9985,0.0015,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为40.4%。
595,检验_间接胆红素 → 检验_总胆红素 → 检验_直接胆红素,0.309,0.1732,0.4305,0.0675,0.2045,0.0423,0.3523,0.0816,0.5135,0.4196,0.5996,0.049,0.6068,60.7,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为60.7%。
596,检验_间接胆红素 → 检验_总胆红素 → 疾病_非毒性单个甲状腺结节,0.1173,-0.0298,0.2692,0.0807,0.0622,-0.1278,0.2424,0.0999,0.1795,0.0736,0.2909,0.0576,0.4515,45.2,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,0.922,否,0.922,0.078,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为45.2%。
597,药物_硫酸氢氯吡格雷片 → 药物_单硝酸异山梨酯片 → 疾病_冠状动脉粥样硬化性心脏病,0.111,0.0611,0.1605,0.0266,0.2461,0.1402,0.3499,0.0557,0.3571,0.2546,0.4533,0.0541,0.3164,31.6,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为31.6%。
598,药物_硫酸氢氯吡格雷片 → 药物_单硝酸异山梨酯片 → 疾病_类风湿性关节炎,0.1101,0.0606,0.1607,0.0273,0.0069,-0.1144,0.1138,0.0605,0.117,0.0091,0.2228,0.0572,0.9178,91.8,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为91.8%。
599,药物_硫酸氢氯吡格雷片 → 药物_盐酸曲美他嗪片 → 疾病_低蛋白血症,0.1868,0.1131,0.2574,0.0383,0.0181,-0.0998,0.1428,0.0646,0.2049,0.1006,0.3116,0.0574,1.0115,101.2,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为101.2%。
600,药物_硫酸氢氯吡格雷片 → 药物_盐酸曲美他嗪片 → 药物_阿卡波糖片,0.1719,0.0985,0.245,0.0386,0.0453,-0.0754,0.1711,0.0655,0.2173,0.1145,0.3215,0.0572,0.8568,85.7,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为85.7%。
601,药物_硫酸氢氯吡格雷片 → 药物_盐酸曲美他嗪片 → 疾病_陈旧性脑梗死,0.1348,0.0766,0.1944,0.0317,0.4165,0.3112,0.5192,0.0554,0.5513,0.4567,0.6356,0.0482,0.246,24.6,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为24.6%。
602,药物_硫酸氢氯吡格雷片 → 疾病_陈旧性脑梗死 → 疾病_重度骨质疏松,0.1753,0.1048,0.2531,0.0397,-0.0262,-0.1597,0.0922,0.0662,0.1491,0.046,0.2592,0.0572,1.6339,163.4,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为163.4%。
603,药物_酒石酸美托洛尔片 → 药物_富马酸比索洛尔片 → 药物_硝苯地平缓释片,-0.0243,-0.0564,0.0032,0.0162,0.1802,0.0777,0.285,0.0565,0.1559,0.0491,0.2651,0.0587,-0.1727,-17.3,直接影响,强,负向中介,正向直接效应,弱中介,0.945,否,0.055,0.945,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为-17.3%。
604,药物_酒石酸美托洛尔片 → 药物_富马酸比索洛尔片 → 疾病_心律失常,-0.0163,-0.0377,0.0047,0.0117,0.1036,0.001,0.2141,0.0581,0.0874,-0.0158,0.2045,0.0591,0.6401,64.0,直接影响,强,负向中介,正向直接效应,部分中介,0.947,否,0.053,0.947,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为64.0%。
605,药物_酒石酸美托洛尔片 → 药物_富马酸比索洛尔片 → 药物_甲钴胺片,-0.0054,-0.0203,0.0059,0.0072,-0.032,-0.1314,0.0853,0.0579,-0.0374,-0.1548,0.0632,0.0579,0.2007,20.1,直接影响,强,负向中介,负向直接效应,部分中介,0.825,否,0.175,0.825,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为20.1%。
606,疾病_心功能 → 疾病_不稳定性心绞痛 → 疾病_反流性食管炎,0.1184,0.0668,0.1715,0.0287,0.036,-0.0706,0.153,0.0601,0.1544,0.0534,0.2653,0.0562,0.9262,92.6,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为92.6%。
607,疾病_心功能 → 疾病_不稳定性心绞痛 → 药物_盐酸曲美他嗪片,0.2242,0.1565,0.2881,0.0352,-0.0449,-0.1424,0.059,0.0542,0.1793,0.0723,0.2781,0.0564,1.2963,129.6,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为129.6%。
608,检验_血小板比容 → 检验_血小板 → 药物_维生素C注射液,0.0804,0.0321,0.1267,0.0255,-0.1023,-0.2196,0.013,0.0625,-0.0219,-0.1419,0.0876,0.0599,11.1791,1117.9,直接影响,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为1117.9%。
609,药物_阿托伐他汀钙片 → 药物_硫酸氢氯吡格雷片 → 药物_单硝酸异山梨酯片,0.0843,0.0429,0.1257,0.0221,0.2016,0.096,0.3049,0.0559,0.2859,0.1839,0.39,0.0552,0.3045,30.4,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为30.4%。
610,药物_阿托伐他汀钙片 → 药物_硫酸氢氯吡格雷片 → 药物_盐酸曲美他嗪片,0.1496,0.0901,0.2145,0.0336,-0.092,-0.1848,0.0064,0.0513,0.0577,-0.0497,0.1643,0.0575,2.7911,279.1,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为279.1%。
611,药物_阿托伐他汀钙片 → 药物_硫酸氢氯吡格雷片 → 疾病_陈旧性脑梗死,0.1559,0.0966,0.2182,0.0338,-0.0503,-0.1449,0.0409,0.05,0.1056,-0.0064,0.1977,0.0557,2.6765,267.6,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为267.6%。
612,药物_阿托伐他汀钙片 → 疾病_心律失常 → 疾病_慢性支气管炎,-0.0055,-0.0208,0.0063,0.0073,0.006,-0.1043,0.1185,0.0593,0.0005,-0.103,0.1206,0.0594,0.09,9.0,直接影响,强,负向中介,正向直接效应,弱中介,0.791,否,0.209,0.791,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为9.0%。
